"","geo_name","output","employees","investments","year","t"
"30489","Greece",14696.7,91.5,7500.9,2003,9
"30490","Austria",16072,114.32,8159.7,2001,7
"30491","Slovakia",2899.8,56.94,1283.3,2003,9
"30492","Spain",98577,764,46373,2018,24
"30493","Estonia",834.5,12.7,383.9,2005,11
"30494","Croatia",4942.9,42.15,2368.4,2008,14
"30495","Portugal",17400.8,196.95,8511.9,2021,27
"30496","Slovenia",2996,37.48,1501,2005,11
"30497","Portugal",7389.7,94.95,4300.6,1998,4
"30498","Bulgaria",5851.6,78.59,3394.4,2010,16
"30499","Ireland",29765.1,105.74,11704.8,2019,25
"30500","Germany",368493,2211,167383,2017,23
"30501","Luxembourg",25450.8,42.52,19286.9,2020,26
"30502","Poland",66289,206.9,31810,2000,6
"30503","Luxembourg",1118.3,8.86,489.5,1997,3
"30504","Ireland",22358.8,99.63,9393.9,2017,23
"30505","Hungary",5007758,249.7,1957658,2021,27
"30506","Latvia",1680.5,27.63,847.5,2012,18
"30507","Hungary",4119782,234.99,1578931,2019,25
"30508","Luxembourg",923.4,7.96,387.1,1995,1
"30509","Bulgaria",1368.5,55.9,828.6,2004,10
"30510","Slovakia",9628.3,95.25,3999.8,2016,22
"30511","Malta",313.2,3.88,145.6,2004,10
"30512","Estonia",2240.7,21.14,1038.4,2018,24
"30513","Hungary",3185810,232.39,1174774,2017,23
"30514","Lithuania",363.2,25.51,146.4,1997,3
"30515","Slovenia",1076.9,31.95,659.1,1995,1
"30516","Cyprus",609.3,6.66,185.7,1996,2
"30517","Greece",14468.6,115.5,6810.6,2010,16
"30518","Spain",54265,539.2,26071,2004,10
"30519","Sweden",653178,289,290430,2020,26
"30520","Austria",26848.2,152,14509.9,2008,14
"30521","Luxembourg",4513.5,24.91,1812.1,2010,16
"30522","United States",1123400,7273099.99999999,414600,2000,6
"30523","Spain",46893,495.2,22586,2002,8
"30524","Malta",161.3,2.62,61.1,1998,4
"30525","France",117215.8,1005,46876.9,1996,2
"30526","United States",2572300,9760800,892600,2019,25
"30527","Malta",137.4,2.46,52.1,1996,2
"30528","Greece",15256.9,104.3,7409.6,2004,10
"30529","Austria",17157.2,120.24,8466.8,2002,8
"30530","Slovakia",3214.5,60.9,1393.9,2004,10
"30531","Spain",107847,816.1,51885,2019,25
"30532","Estonia",994.4,13.72,466.3,2006,12
"30533","Croatia",4402.1,40.95,2024.7,2009,15
"30534","Romania",197.4,175.1,87.3,1995,1
"30535","Slovenia",3348.7,40.05,1690,2006,12
"30536","Portugal",8167.6,101.34,4599.9,1999,5
"30537","Bulgaria",5811.9,75.82,3340.9,2011,17
"30538","Ireland",32269.3,110.22,10627.8,2020,26
"30539","Germany",384473,2286,171010,2018,24
"30540","Luxembourg",31397.1,44.04,24077.2,2021,27
"30541","Poland",68885,213.5,33195,2001,7
"30542","Luxembourg",1359.4,10.44,611.9,1998,4
"30543","Ireland",24611.2,102.76,9029.8,2018,24
"30544","Ireland",3262.4,45.94,1983.3,1995,1
"30545","Latvia",1707.3,30.19,862.8,2013,19
"30546","Hungary",4350514,243.3,1691919,2020,26
"30547","Luxembourg",997.2,8.29,416.9,1996,2
"30548","Bulgaria",1602.6,58.24,937.5,2005,11
"30549","Slovakia",10026.6,98.36,4395.9,2017,23
"30550","Malta",392.4,4.4,192.8,2005,11
"30551","Estonia",2433.5,20.96,1123.1,2019,25
"30552","Hungary",3618868,235.25,1350137,2018,24
"30553","Lithuania",404.2,27.38,162.9,1998,4
"30554","Slovenia",1256,31.03,778.9,1996,2
"30555","Cyprus",660,6.83,203.6,1997,3
"30556","Greece",11932.2,113.1,5410.1,2011,17
"30557","Spain",60612,577.5,29336,2005,11
"30558","Sweden",699300,291,322576,2021,27
"30559","Austria",26183.3,155.6,13933.9,2009,15
"30560","Luxembourg",5044,26.08,2004.2,2011,17
"30561","United States",1157800,7381899.99999998,415800,2001,7
"30562","Spain",50442,506.1,23869,2003,9
"30563","Malta",179.8,2.9,68.1,1999,5
"30564","France",121038.2,1032.2,48317.4,1997,3
"30565","United States",2603600,9567330.18906282,920500,2020,26
"30566","Malta",148.7,2.55,56.6,1997,3
"30567","Greece",15495.1,116.7,7646.5,2005,11
"30568","Austria",18182.1,123.02,9291.7,2003,9
"30569","Slovakia",3571,65.27,1487.9,2005,11
"30570","Spain",100889,811.6,47530,2020,26
"30571","Estonia",1263.7,14.72,597.7,2007,13
"30572","Croatia",4271.3,44.56,1956.8,2010,16
"30573","Romania",324.4,173.9,150.7,1996,2
"30574","Slovenia",3783.3,40.99,1916.5,2007,13
"30575","Portugal",8855.7,108.56,4963.6,2000,6
"30576","Bulgaria",6185.3,74.5,3408.8,2012,18
"30577","Ireland",40393.7,126.4,16003.8,2021,27
"30578","Germany",406510,2349,193781,2019,25
"30579","Latvia",109,16.94,40.9,1995,1
"30580","Poland",67294,214.4,31357,2002,8
"30581","Luxembourg",1513.9,11.5,721.9,1999,5
"30582","Poland",122681,303.3,56493,2009,15
"30583","Ireland",3708.4,47.73,2248.9,1996,2
"30584","Hungary",884501,89.33,380735,2000,6
"30585","Slovakia",9600.9,108.85,4792.3,2020,26
"30586","Czechia",641912,210.1,342225,2021,27
"30587","Czechia",206158,146.92,126889,1998,4
"30588","Romania",869.4,172.3,390.3,1997,3
"30589","Slovakia",10642.8,104.67,4791.7,2018,24
"30590","Ireland",18606,94.33,8096.5,2015,21
"30591","Hungary",660581,67.79,289231,1998,4
"30592","Slovakia",1208,57.72,599.9,1995,1
"30593","Portugal",12114.5,153.39,6334,2015,21
"30594","Lithuania",456.1,26.81,186.1,1999,5
"30595","Greece",9696,142.4,4278.6,2014,20
"30596","Slovenia",5582.5,49.71,2745.4,2020,26
"30597","Romania",24112.8,143.3,13608.4,2007,13
"30598","Cyprus",740.3,7.16,232.1,1998,4
"30599","Greece",10776.7,116.6,4774.4,2012,18
"30600","Spain",70319,652.7,34952,2006,12
"30601","Romania",13769.7,118.6,8191.7,2005,11
"30602","Lithuania",2860.4,46.61,1242,2018,24
"30603","Luxembourg",5273.7,27.58,2157.7,2012,18
"30604","Slovakia",6242.4,87.85,2292.2,2012,18
"30605","Italy",149889,475,60231.5,2003,9
"30606","Bulgaria",9568.9,85.59,4496,2021,27
"30607","Slovenia",4422,45.35,2171.5,2014,20
"30608","Bulgaria",8768.5,85.34,4262.2,2019,25
"30609","Ireland",15230.2,84.67,8641,2005,11
"30610","Czechia",460835,185.18,289288,2009,15
"30611","Spain",76631,692.9,38028,2007,13
"30612","Slovakia",4363.8,68.33,1921.2,2006,12
"30613","Spain",111935,849.6,52935,2021,27
"30614","Estonia",1308.4,15,587.5,2008,14
"30615","Croatia",4286.7,46.94,1962,2011,17
"30616","Cyprus",572.7,6.46,173.6,1995,1
"30617","Slovenia",4358.4,43.68,2205.2,2008,14
"30618","Portugal",9339.1,114.49,5335,2001,7
"30619","Bulgaria",5662.5,75.15,3025.1,2013,19
"30620","Italy",92059.7,332.3,35494,1995,1
"30621","Germany",404599,2372,190899,2020,26
"30622","Latvia",141.7,17.03,80.2,1996,2
"30623","Poland",71471,210.1,33422,2003,9
"30624","Luxembourg",1780.9,13.07,789.8,2000,6
"30625","Poland",118711,314.7,56682,2010,16
"30626","Ireland",4543.5,49.49,2753.7,1997,3
"30627","Hungary",1139947,89.87,487392,2001,7
"30628","Slovakia",10314.8,105.66,5095.6,2021,27
"30629","Germany",162405,1046,50830,1995,1
"30630","Czechia",212722,147.9,129858,1999,5
"30631","Romania",1107.1,154.1,479,1998,4
"30632","Slovakia",10006.9,106.67,4918.1,2019,25
"30633","Ireland",21981.1,98.94,11927.3,2016,22
"30634","Hungary",754800,78.82,334128,1999,5
"30635","Slovakia",1719,65.39,820.9,1996,2
"30636","Portugal",12647.7,158.16,6619.3,2016,22
"30637","Lithuania",515.5,25.71,205.2,2000,6
"30638","Greece",9759.9,131.9,4181.5,2015,21
"30639","Slovenia",6526.5,50.02,3311.6,2021,27
"30640","Romania",32238.7,141.1,16982,2008,14
"30641","Cyprus",806.8,7.38,260.5,1999,5
"30642","Greece",10348.9,126.9,4408.8,2013,19
"30643","United Kingdom",70220,1211.078,32996,1995,1
"30644","Romania",20519.1,131.6,12197.5,2006,12
"30645","Lithuania",3261.5,46.56,1494.6,2019,25
"30646","Luxembourg",6140.3,28.65,2724.9,2013,19
"30647","Slovakia",6377.4,87.39,2392.7,2013,19
"30648","Lithuania",790.8,26.7,302.4,2003,9
"30649","Italy",155577.2,474.8,63881,2004,10
"30650","Slovenia",4503.8,45.55,2200.8,2015,21
"30651","Bulgaria",8471.5,85.13,4017.4,2020,26
"30652","Ireland",15405.5,89.4,8215,2006,12
"30653","Czechia",464473,189.93,290860,2010,16
"30654","Estonia",267.3,12.71,134.1,1997,3
"30655","Slovakia",5044,75.46,2142.8,2007,13
"30656","Estonia",1150.4,15.21,493.5,2009,15
"30657","Estonia",169.6,11.77,84.8,1995,1
"30658","Croatia",4044.4,45.08,1774.4,2012,18
"30659","United Kingdom",167511,1730.837,70749,2008,14
"30660","Slovenia",4060.1,44.77,1985.1,2009,15
"30661","Portugal",9207.1,118.14,5146,2002,8
"30662","Bulgaria",5811.2,77.64,3280.2,2014,20
"30663","Italy",99584.8,347.5,38171.7,1996,2
"30664","Germany",457947,2416,216715,2021,27
"30665","Latvia",187.6,17.79,95.5,1997,3
"30666","Poland",76653,219.3,37436,2004,10
"30667","Luxembourg",2096.2,14.34,978.7,2001,7
"30668","Poland",122022,317,57708,2011,17
"30669","Ireland",6017.1,52.58,3652.7,1998,4
"30670","Hungary",1306620,92.12,551745,2002,8
"30671","Estonia",1194.3,15.43,513.3,2010,16
"30672","Germany",168526,1097,54072,1996,2
"30673","Czechia",233650,153.18,141652,2000,6
"30674","Romania",1749.6,144.9,814.8,1999,5
"30675","Slovenia",4229.5,45.78,2104.5,2010,16
"30676","Portugal",9611.8,120.95,5343.2,2003,9
"30677","Bulgaria",6832.3,78.81,3657.5,2015,21
"30678","Italy",108867.8,372,40659.4,1997,3
"30679","Lithuania",544.5,23.68,217,2001,7
"30680","Latvia",247.6,17.72,108.4,1998,4
"30681","Poland",86145,240.1,42276,2005,11
"30682","Czechia",165012,156.65,92433,1996,2
"30683","Poland",129347,336.5,59481,2012,18
"30684","Cyprus",882.3,7.57,282.5,2000,6
"30685","Hungary",456192,53.01,210478,1996,2
"30686","United Kingdom",75810,1214.422,34382,1996,2
"30687","Germany",275731,1872,123771,2011,17
"30688","Lithuania",3219.9,48.96,1414.3,2020,26
"30689","Luxembourg",8413.9,30.07,5212.1,2014,20
"30690","Slovakia",7816.4,85.78,3270.5,2014,20
"30691","Lithuania",904.6,28.33,349.7,2004,10
"30692","Italy",159252,492.4,65926.4,2005,11
"30693","Slovenia",4506.9,45.69,2174.8,2016,22
"30694","Poland",133766,340.8,57089,2013,19
"30695","Ireland",19664,93.99,11705.7,2007,13
"30696","Czechia",468790,181.78,298327,2011,17
"30697","Estonia",318.7,12.95,163.7,1998,4
"30698","Slovakia",5885.8,72.3,2526.8,2008,14
"30699","Romania",4310.8,154.9,2574.3,2001,7
"30700","Slovakia",9085.9,92.07,4032.6,2015,21
"30701","Estonia",204.7,12.4,100.4,1996,2
"30702","Croatia",4103.9,44.19,1843.5,2013,19
"30703","United Kingdom",169318,1651.698,72344,2009,15
"30704","Slovenia",4901.8,46.87,2378.1,2017,23
"30705","Poland",108527,284.8,54493,2007,13
"30706","Poland",137048,360.1,55653,2014,20
"30707","Denmark",68135,81.95,29689.6,1995,1
"30708","Ireland",21454.3,93.36,13888.6,2008,14
"30709","Czechia",463864,186.2,277996,2012,18
"30710","Luxembourg",2604.9,15.48,1312,2002,8
"30711","Czechia",605868,215.11,330997,2019,25
"30712","Ireland",7147,59.09,4325.2,1999,5
"30713","Hungary",1473307,101.64,642234,2003,9
"30714","Estonia",1314.2,16.09,583.7,2011,17
"30715","Germany",171565,1140,56024,1997,3
"30716","Czechia",252050,136.48,153162,2001,7
"30717","Romania",2449.9,151.8,1067.3,2000,6
"30718","Slovenia",4187.4,46.95,2033,2011,17
"30719","Portugal",10114.1,126.24,5634.6,2004,10
"30720","Bulgaria",6705.1,82.72,3486.5,2016,22
"30721","Italy",110333.3,384.6,42745.2,1998,4
"30722","Lithuania",572.9,27.19,219.7,2002,8
"30723","Latvia",297.9,17.41,122.8,1999,5
"30724","Poland",95916,257.1,47777,2006,12
"30725","Czechia",183487,145.15,111728,1997,3
"30726","Hungary",2313312,155.66,866466,2013,19
"30727","Cyprus",1077.4,7.93,359.5,2001,7
"30728","Hungary",598416,62.54,282415,1997,3
"30729","United Kingdom",81373,1249.431,36216,1997,3
"30730","Germany",286186,1930,129844,2012,18
"30731","Lithuania",3901.7,47.92,1762.4,2021,27
"30732","Luxembourg",11496.2,31.81,7645.4,2015,21
"30733","Italy",138576.7,431.1,58548.8,2001,7
"30734","Lithuania",1045.6,25.4,395,2005,11
"30735","Italy",161549,495.7,68382.6,2006,12
"30736","Italy",118145.3,378.2,46584.8,1999,5
"30737","Cyprus",1142.4,9.34,353.9,2004,10
"30738","Latvia",394.1,16.82,171.5,2000,6
"30739","Czechia",487499,195.53,290489,2014,20
"30740","Luxembourg",2806.3,16.29,1357.7,2004,10
"30741","Cyprus",1141.9,8.36,380.2,2002,8
"30742","United Kingdom",88673,1301.744,39182,1998,4
"30743","Slovakia",5589.6,78.95,2299.6,2009,15
"30744","Romania",6181.6,169,3242,2002,8
"30745","Italy",142712.4,460.3,59638.4,2002,8
"30746","Spain",81271,725.7,38959,2008,14
"30747","Croatia",4102.2,45.41,1830.4,2014,20
"30748","Croatia",4900.8,49.34,2381.7,2021,27
"30749","Ireland",10753.8,74.37,3362,2011,17
"30750","Slovenia",5334.4,48.06,2611.2,2018,24
"30751","Poland",116154,274.7,55721,2008,14
"30752","Hungary",2693110,201.12,1020656,2015,21
"30753","Denmark",71239.5,85.51,30580.5,1996,2
"30754","Ireland",18361.2,79.45,11766.7,2009,15
"30755","Czechia",466304,188.88,276123,2013,19
"30756","Luxembourg",2568.7,15.96,1287.8,2003,9
"30757","Czechia",590047,208.44,316070,2020,26
"30758","Ireland",9339.5,64.39,5595.9,2000,6
"30759","Hungary",1604417,109.76,708382,2004,10
"30760","Estonia",1374.8,17.31,609.4,2012,18
"30761","Germany",180601,1224,60721,1998,4
"30762","Czechia",282602,148.29,163724,2002,8
"30763","Slovenia",4037.6,46.6,1933.5,2012,18
"30764","Portugal",10693.6,128.73,5877.7,2005,11
"30765","Bulgaria",6839.7,84.97,3527.1,2017,23
"30766","Hungary",2871710,218.27,1069521,2016,22
"30767","Denmark",76934.7,89.14,30055.3,1997,3
"30768","Ireland",16661.3,75.69,10269.3,2010,16
"30769","Czechia",441899,176.43,276288,2007,13
"30770","Hungary",2467574,187.36,936218,2014,20
"30771","Ireland",10147.9,68.88,6043.9,2001,7
"30772","Slovakia",5729.6,75.93,2013.8,2011,17
"30773","Hungary",1745796,113.16,767711,2005,11
"30774","Estonia",1534.7,17.88,703.3,2013,19
"30775","Germany",193992,1339,67191,1999,5
"30776","Czechia",317048,149.69,193495,2003,9
"30777","Lithuania",1221.7,34.27,459.4,2006,12
"30778","Portugal",11041.9,136.23,5606.6,2013,19
"30779","Cyprus",3540.7,30.39,1635.5,2021,27
"30780","Italy",130080.8,408.9,50889.5,2000,6
"30781","Cyprus",1195.6,9.84,363.5,2005,11
"30782","Latvia",442.5,16.74,219.5,2001,7
"30783","Czechia",492552,187.02,315531,2008,14
"30784","Luxembourg",2957,17.27,1531.1,2005,11
"30785","Germany",242961,1805,103851,2009,15
"30786","Cyprus",1145.4,8.84,378.1,2003,9
"30787","United Kingdom",96465,1352.486,43133,1999,5
"30788","United Kingdom",152111,1663.405,63584,2006,12
"30789","Slovakia",5870.9,74.54,2315.4,2010,16
"30790","Romania",9472.6,158,5493.2,2003,9
"30791","Spain",79341,714.7,36287,2009,15
"30792","Croatia",4203.7,49.55,1974.4,2015,21
"30793","Hungary",356126,59.64,177288,1995,1
"30794","Ireland",16392.1,75.24,9032.8,2012,18
"30795","Slovenia",5792.6,49.47,2882.4,2019,25
"30796","Lithuania",1681.2,41.21,640,2012,18
"30797","Luxembourg",3129.2,18.95,1404.2,2006,12
"30798","Germany",257164,1835,111028,2010,16
"30799","Ireland",13291,72.81,8391.1,2003,9
"30800","Croatia",4283.9,52.8,1950.1,2020,26
"30801","Hungary",1985417,114.86,876577,2007,13
"30802","United Kingdom",102774,1426.248,45189,2000,6
"30803","United Kingdom",163445,1729.487,69795,2007,13
"30804","Germany",214928,1534,76526,2001,7
"30805","Romania",11135.6,126.6,6441.8,2004,10
"30806","Lithuania",1907.6,37.52,853.8,2008,14
"30807","Croatia",4476.3,56.76,2208.3,2016,22
"30808","Lithuania",2154.8,41.35,873.5,2015,21
"30809","Slovenia",4053.8,46.64,1904.7,2013,19
"30810","Portugal",10718.3,129.19,5867.9,2006,12
"30811","Bulgaria",7613,84.97,3924.3,2018,24
"30812","Lithuania",1758.3,41.85,628.5,2013,19
"30813","Luxembourg",3601.4,20.94,1552.7,2007,13
"30814","Denmark",80743.1,93.78,33865.9,1998,4
"30815","Czechia",501309,201.79,295529,2015,21
"30816","Germany",219773,1614,84978,2004,10
"30817","Portugal",12132.2,142.58,6427.2,2011,17
"30818","Ireland",10708.1,70.26,6421.7,2002,8
"30819","Croatia",4559,55.28,2000.5,2019,25
"30820","Hungary",1926252,111.06,829074,2006,12
"30821","Estonia",1644.5,18.86,758.4,2014,20
"30822","Portugal",12562.1,142.36,6667.2,2009,15
"30823","Germany",203256,1475,70770,2000,6
"30824","Czechia",323421,151.2,191344,2004,10
"30825","Cyprus",3040.4,29.16,1239.2,2020,26
"30826","Lithuania",1649.5,33.43,632.9,2007,13
"30827","Portugal",11852.3,146.86,5974.3,2014,20
"30828","Czechia",147480,169.95,80693,1995,1
"30829","Lithuania",1966.4,39.09,761.2,2014,20
"30830","Luxembourg",4255.8,23.26,1831.9,2008,14
"30831","Cyprus",1288.2,10.17,393.9,2006,12
"30832","Latvia",448.1,18.95,181.2,2002,8
"30833","United Kingdom",139436,1602.789,57920,2005,11
"30834","Portugal",11228,134.64,5931.4,2012,18
"30835","Cyprus",1831.9,19.12,632.4,2013,19
"30836","Germany",221512,1577,83341,2003,9
"30837","Croatia",4363.5,55.76,2014.2,2017,23
"30838","Estonia",1692.8,19.07,791,2015,21
"30839","Portugal",12490.7,142.57,6554.2,2010,16
"30840","Lithuania",2487.7,42.96,996.1,2017,23
"30841","Czechia",351517,163.1,207917,2005,11
"30842","Hungary",2179950,125.48,922429,2008,14
"30843","Cyprus",2684.2,26.32,991,2018,24
"30844","Portugal",12647.2,140.18,6672.7,2008,14
"30845","Germany",218411,1564,78650,2002,8
"30846","Czechia",369822,166.5,220629,2006,12
"30847","Luxembourg",4442.6,24.51,1854.4,2009,15
"30848","Ireland",15882.9,83.42,7785.6,2013,19
"30849","Latvia",522.7,19.95,235.1,2003,9
"30850","Czechia",547955,212.43,309049,2017,23
"30851","Hungary",2211819,131.55,879758,2010,16
"30852","United Kingdom",122904,1502.168,50783,2003,9
"30853","Ireland",14772.2,80.04,8894.1,2004,10
"30854","United Kingdom",130381,1534.046,52731,2004,10
"30855","Croatia",4433.7,57.58,2046.2,2018,24
"30856","United Kingdom",107428,1476.225,45707,2001,7
"30857","Lithuania",1607.2,37.62,627.5,2011,17
"30858","Czechia",521265,207.67,298018,2016,22
"30859","Latvia",911.8,22.86,458.3,2005,11
"30860","Hungary",2126231,148.09,878962,2009,15
"30861","Lithuania",1603,35.79,612.7,2009,15
"30862","Lithuania",2363.9,43.22,976.9,2016,22
"30863","Latvia",1255.2,23.33,719.4,2006,12
"30864","Germany",261666,1740,109754,2007,13
"30865","Cyprus",2479.5,24.31,906.4,2017,23
"30866","Portugal",11859.7,133.19,6384.5,2007,13
"30867","Latvia",1684.2,30.71,876.5,2007,13
"30868","Latvia",638.8,23.57,335.5,2004,10
"30869","Hungary",2184174,132.93,824156,2011,17
"30870","Germany",229994,1633,91837,2005,11
"30871","Cyprus",1648,16.24,517,2009,15
"30872","Cyprus",1931.9,19.56,634.1,2012,18
"30873","Cyprus",2896.6,28.14,1096.9,2019,25
"30874","United Kingdom",116027,1483.528,49466,2002,8
"30875","Cyprus",1438.5,13.06,449.4,2007,13
"30876","Germany",244598,1683,100896,2006,12
"30877","Cyprus",1870.3,17.77,588.6,2010,16
"30878","Germany",272694,1798,113942,2008,14
"30879","Lithuania",1474.6,37.88,586.6,2010,16
"30880","Cyprus",1873.7,19.76,651.6,2014,20
"30881","Cyprus",1999.9,19.08,637.8,2011,17
"30882","Cyprus",2212.4,22.47,818.5,2016,22
"30883","Estonia",1785.5,19.98,835.5,2016,22
"30884","Cyprus",2075.2,21.06,777.9,2015,21
"30885","Ireland",16873.8,90.33,7619,2014,20
"30886","Cyprus",1660,15.24,522.5,2008,14
"30887","Hungary",2147417,121.24,793594,2012,18
"30888","Estonia",2039.2,20.28,978.1,2017,23
"30889","Czechia",588735,219.62,335479,2018,24
"30890","United Kingdom",422988,4394.04,188644,2017,23
"30891","Slovakia",2874.3,96.82,1400.4,1997,3
"30892","Luxembourg",1872.4,20.7,777.9,1998,4
"30893","United Kingdom",445546,4476.255,202601,2018,24
"30894","Italy",271822.3,1501.3,129487.7,2010,16
"30895","Romania",72292,287.5,41338.1,2012,18
"30896","United Kingdom",312368,3751.221,140135,2012,18
"30897","Austria",60432.8,438.82,26723.2,2018,24
"30898","Latvia",2918.6,63.91,1243.6,2016,22
"30899","Poland",25553,386.9,13733,1996,2
"30900","United Kingdom",424074,4523.525,187949,2020,26
"30901","United Kingdom",353689,4054.921,153429,2014,20
"30902","Austria",64171.9,449.25,28302.6,2019,25
"30903","Poland",36961,415.7,18886,1997,3
"30904","Belgium",37550.8,251.3,19829.2,1995,1
"30905","Romania",103652.5,341.1,53347.8,2015,21
"30906","Austria",56910.2,421.07,24737.1,2017,23
"30907","Italy",265616.2,1476.4,126398.8,2009,15
"30908","United Kingdom",464895,4516.208,211537,2019,25
"30909","Romania",86841.2,311.4,46784.2,2013,19
"30910","United States",2490300,15426900,866700,2009,15
"30911","Belgium",100886.1,508.3,49372.9,2014,20
"30912","Netherlands",121538,1243,51748,2006,12
"30913","Romania",67855.9,280.7,37888.5,2011,17
"30914","United Kingdom",335869,3875.832,148208,2013,19
"30915","Austria",54034.4,401.56,23522.9,2016,22
"30916","Italy",278114.1,1554.4,133387.6,2011,17
"30917","Malta",903.5,13.9,432.5,2008,14
"30918","United Kingdom",471986,4645.299,207109,2021,27
"30919","United States",2667100,16633800,929000,2008,14
"30920","United Kingdom",392130,4373.449,168976,2016,22
"30921","Italy",270494.8,1557.1,127950.9,2012,18
"30922","Romania",107055.8,355.8,55264.5,2016,22
"30923","Austria",50831.8,384.37,23185.2,2014,20
"30924","Sweden",382905,343,179999,2003,9
"30925","Austria",65564.8,452.4,28769.8,2021,27
"30926","Romania",93548.3,337.3,51942.3,2014,20
"30927","United States",2593300,15508000,915300,2010,16
"30928","Sweden",380701,346,189066,2001,7
"30929","Latvia",3172.7,67.26,1362,2017,23
"30930","Italy",265853.5,1606.4,122571.5,2014,20
"30931","Latvia",2930.9,62.94,1359,2015,21
"30932","Austria",60233.7,429.51,26054.4,2020,26
"30933","Malta",954.2,15.13,470.9,2009,15
"30934","Slovakia",3243.5,109.24,1591.4,1998,4
"30935","Malta",498.9,7.95,209.9,2002,8
"30936","Romania",53360.9,262.5,27553.9,2010,16
"30937","Poland",58143,443.2,27864,1999,5
"30938","Romania",123284.9,361.9,58695.2,2017,23
"30939","Latvia",2812.2,61.46,1324.2,2014,20
"30940","Sweden",398968,338,182072,2004,10
"30941","Malta",5245.9,40.89,2588.9,2021,27
"30942","Belgium",59020.3,349.9,31058.2,2002,8
"30943","United Kingdom",376979,4232.417,162930,2015,21
"30944","Netherlands",113119,1158,49076,2005,11
"30945","Sweden",385704,345,189110,2002,8
"30946","Italy",274665.2,1671.2,128536.3,2015,21
"30947","Luxembourg",2137.7,24.22,934.5,1999,5
"30948","United States",2869800,16526500,1022800,2012,18
"30949","Netherlands",86478,1130,37866,1999,5
"30950","Italy",261263.4,1564.1,120124.7,2013,19
"30951","Luxembourg",1578.8,18.28,638.5,1997,3
"30952","Belgium",107360.8,533.2,53137.1,2015,21
"30953","Netherlands",107400,1107,46714,2004,10
"30954","Poland",85214,450.8,41668,2000,6
"30955","Belgium",94255,482.1,48050.4,2012,18
"30956","Greece",15809.2,260.9,7701.6,2018,24
"30957","Romania",49161.3,278.9,25966.8,2009,15
"30958","Poland",51988,444,24886,1998,4
"30959","Belgium",41269.7,261.6,22383.4,1996,2
"30960","Malta",741.4,11.4,329.7,2006,12
"30961","Latvia",2842,61.93,1474.2,2012,18
"30962","Spain",136059,1854,61828,2010,16
"30963","United States",2397000,16653300,863100,2006,12
"30964","United Kingdom",289257,3578.838,128081,2010,16
"30965","Netherlands",131235,1326,54626,2007,13
"30966","Slovakia",4195.9,115.93,2068.7,2000,6
"30967","United States",2739200,16007700,983200,2011,17
"30968","Netherlands",78681,1079,34648,1998,4
"30969","Poland",91968,464.7,44838,2001,7
"30970","United States",1092000,12565900,383900,1995,1
"30971","Greece",17385.2,265.1,8699.4,2019,25
"30972","Sweden",479194,361,216210,2006,12
"30973","Netherlands",65264,952,28535,1996,2
"30974","Belgium",47028.6,280,26551.2,1997,3
"30975","Malta",776.4,12.54,336.2,2007,13
"30976","Austria",52334.3,388.67,23380.6,2015,21
"30977","Spain",136384,1807.4,59831,2011,17
"30978","United States",2580200,16933100,951300,2007,13
"30979","Luxembourg",2958.6,29.78,1276,2001,7
"30980","Belgium",114574.7,555.6,57629.1,2016,22
"30981","Latvia",3535.8,69.63,1564.8,2018,24
"30982","Malta",4222.2,37.83,2095.8,2019,25
"30983","Sweden",543139,397,261422,2009,15
"30984","Malta",1088.7,15.71,531.5,2010,16
"30985","Slovakia",3953.9,103.03,2082.7,1999,5
"30986","Malta",565.2,9.24,239.6,2003,9
"30987","Sweden",538755,394,248048,2007,13
"30988","Netherlands",71958,1021,31670,1997,3
"30989","Ireland",55058.2,180.29,20552.2,2017,23
"30990","Romania",132531.6,370.9,63356,2018,24
"30991","Sweden",422580,348,193199,2005,11
"30992","Poland",372064,930.5,168519,2021,27
"30993","Netherlands",58411,861,25695,1995,1
"30994","Belgium",60732.2,347.9,31567.4,2003,9
"30995","Luxembourg",3507.2,31.29,1632.4,2002,8
"30996","Belgium",120783.9,576.2,60374.3,2017,23
"30997","Latvia",3724,60.94,1672.7,2019,25
"30998","Italy",276666.5,1742.1,126862.1,2016,22
"30999","Luxembourg",2524.8,27.38,1042.8,2000,6
"31000","United States",2957900,17030000,1055100,2013,19
"31001","Netherlands",95649,1161,42606,2000,6
"31002","Malta",1283.3,16.78,681.4,2011,17
"31003","United States",1329900,13881400,480700,1997,3
"31004","Sweden",564382,409,266250,2008,14
"31005","United States",2067500,15624800,742700,2004,10
"31006","Belgium",96938.6,487.6,48272.4,2013,19
"31007","Romania",154123.3,383.8,71879.4,2019,25
"31008","Slovenia",3264.1,77.38,1579.4,2002,8
"31009","Portugal",9283.3,227.58,4832.7,1995,1
"31010","United States",1800900,15216500,605300,2002,8
"31011","Belgium",65939.3,362.1,34463.8,2004,10
"31012","Latvia",2959.6,64.43,1523,2013,19
"31013","Belgium",125602.4,594.9,62602.8,2018,24
"31014","Latvia",3552.4,55.28,1463.9,2020,26
"31015","Italy",288467.9,1839.4,132630.1,2017,23
"31016","Japan",41127544,3339830.6875,15192270,1997,3
"31017","United Kingdom",300421,3649.815,134946,2011,17
"31018","Netherlands",142006,1365,59200,2008,14
"31019","Slovakia",3958.2,116.5,1838.1,2001,7
